"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"jd_74194105cab67",,"star5","空调安装好了  师傅试了一下感觉不错 感谢安装师傅 专业 细心 为他们点赞  双十一买的价格优惠很多  外观非常漂亮   颜色搭配的非常好  物流非常快 感谢京东商城 平台 我家的空调都是美的这个品牌的","2018-11-15 12:52","1","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.5895935"
"jd_183088yns","PLUS会员","star5","空调外观很好看，颜值高，性能也很好，降温制冷很快，无风感效果好，安装师傅很专业，服务到位，也休息不碰到家里的墙壁，有朋友需要买也会给他们推荐的，很舒服的一次购物体验","2018-11-15 11:54","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.6236163"
"夕***O",,"star5","空调很好，安装师傅很给力。点赞","2018-11-15 11:08","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.6536370"
"N***O","PLUS会员","star5","京东自营还是一如既往地给力。双十一买的，今天就安装好了。挺满意的一次购物体验。美的的安装师傅也尽职尽责的，还帮忙帮我把主卧的电视挂上了。非常感谢!辛苦师傅们了","2018-11-15 10:51","0","2",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.6846577"
"願***心","PLUS会员","star5","客厅造型还可以，初步使用感觉制冷制热效果很赞","2018-11-15 10:40","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.7166809"
"j***z","PLUS会员","star5","还不错，不过这款空调涨价挺快啊。双11特价也比去年买时贵了好多","2018-11-15 09:30","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.7517025"
"b***0","PLUS会员","star5","去年就买了一台，感觉不错，今年装新房果断下单","2018-11-15 09:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.7897280"
"j***q",,"star5","包装好，物流快，配送员力气大，空调外观美观大气，买的空调心里很舒服，以后买家电肯定是要来京东的，服务真的一流，准备再购入一款电视","2018-11-14 23:25","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.8317561"
"4***3",,"star5","大品牌值得信赖我，外观大气，质量杠杠的，京东到货速度快，下次还在京东买买买……","2018-11-14 18:02","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:12.8707822"
"s***h",,"star5","买空调之前对比了美的和格力，最终选了美的，因为这款空调外观好看，简约却很耐看，而且无风感设计，是格力同价款没法比的，另外空调支持手机操作，智能化很方便，3匹够我家40多平的客厅了，制热妥妥的，制冷也试了下，无风感很棒。另外美的售后的服务真的很棒，我家这次买了三台空调，免费安装，点赞","2018-11-14 16:56","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.0559377"
"1***p",,"star5","装修师傅服务态度很好，很耐心的解决问题，","2018-11-14 16:04","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.0879588"
"lubiao957451","PLUS会员","star5","美的品牌没得说，就是买个放心！","2018-11-14 15:15","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.1169785"
"z***7",,"star5","物流快，安装快，安装师傅态度也好。通电后我看效果还不错。","2018-11-14 13:46","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.1489999"
"j***h",,"star5","很好","2018-11-14 13:44","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.1800207"
"杨***啦","PLUS会员","star5","空调已经收到并且安装完毕了，先第一天送货，然后第二天师傅联系安装，安装时的高空作业费和打孔费，因为双11的活动免费，空调整体外观很好看，和图片一样，因为是三匹的，性能很好，制冷很快，安装师傅的服务也很好，服务态度挺好的，也帮忙打扫了卫生，很满意好评。","2018-11-14 13:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.2120415"
"j***9",,"star5","很好","2018-11-14 10:48","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.2460648"
"j***7","PLUS会员","star5","相信京东自营，相信美的品牌。非常满意的一次购物。","2018-11-14 08:52","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.2840903"
"5***琪","PLUS会员","star5","空调安装好了，快递很快，双十一第二天就到了，第三天就安装了，安装师傅很负责，安装没有存在额外收费情况，好评.空调外观很好看，不占地方，关空调之后，送风口自动关闭，很美观。安装调试性能很好，一会儿房间就暖了，产品很各项服务都很好，好评！！！","2018-11-13 22:01","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.3231164"
"j***瑞","PLUS会员","star5","效果很好，样子也非常好看！！除了贵点目前没发现缺点","2018-11-13 21:22","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:28.3641447"
"j***9",,"star5","老家在农村，双十一下的单，今天居然送货到家并且安装好了，这速度确实不敢相信，没想过京东居然还能送货到农村的，实在太强大了，不得不给赞?，给老家爸妈买的，爸妈一直不相信网购的，这回都不得不服","2018-11-13 19:31","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.5492993"
"1***2",,"star5","空调不错，外观大方时尚，特别喜欢。","2018-11-13 17:52","0","0","[购买2天后追评]","很喜欢","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.5783190"
"k***g","PLUS会员","star5","空调很高大上，制冷很快，制热没用过，双十一很优惠，可惜送的免费安装有点亏，家里本来就有孔漏电开关和外挂的平台，可惜没有送电饭锅的活动了","2018-11-13 17:44","0","0","[购买2天后追评]","安装很快，买的第二天送到，当天就来了三个师傅安装好了，服务非常满意。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.6083388"
"jd_181112ooi",,"star5","非常棒！ 效果非常好！各种好！物流也非常快！","2018-11-13 17:31","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.6433622"
"9***开",,"star5","超棒，错开了双11，第一天下单，第二天到，当天就直接安排安装了。安装师傅超负责，总之完美，一如既往的支持美的","2018-11-13 16:56","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.6753830"
"米***T",,"star5","此用户未填写评价内容","2018-11-13 14:49","0","0","[购买2天后追评]","空调很漂亮，一级效能应该会比较省电，开了一下暖风，一会儿就暖和了，冷风目前还没试，应该也不错。收到货后安装师傅第二天就来安装了，没有收取任何安装费，跟宣传的一样，点赞！","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.7094064"
"瑞***露",,"star5","空调很好。外观好看时尚大方，风量很大，可以远程连接空调并进行控制，客服非常好，每次联系都很迅速，空调大小合适，质量满分，还能免费安装，挺好的，安装免费确实不错！","2018-11-13 14:44","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.7444298"
"雯***天",,"star5","此用户未填写评价内容","2018-11-13 14:12","0","0","[购买7天后追评]","用了一个星期，天气冷了制热真给力，不到10分钟屋里暖烘烘的，期待一直好用","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.7854563"
"j***2",,"star5","双十一当天拍的，当天就送来了，物流很快，第二天就来安装了，安装小哥哥还是618时候的那俩，服务态度很好。空调开了一会儿老婆就说冻的受不了了，制冷效果很好，制热还不到冬天不知道怎么，双十一果然是优惠力度最大的了，很满意的购物体验。","2018-11-13 13:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.8294867"
"0***3",,"star5","此用户未填写评价内容","2018-11-13 11:51","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:43.8695144"
"M***生","PLUS会员","star5","刚装完了，很漂亮，送货很给力，安装也很给力，试了试 没问题！！","2018-11-13 11:04","0","0","[购买7天后追评]","大空调确实不错，很喜欢","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.0576707"
"j***e",,"star5","为宝宝买的空调，暖气来的很快，就是不知道到了夏天制冷这么样，还是很满意的，","2018-11-13 10:37","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.0876917"
"v***w","PLUS会员","star5","制冷制热效果不错，风力强劲","2018-11-13 09:17","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.1167105"
"j***s","PLUS会员","star5","空调送货速度很快，商品很好，安装师傅很专业，很热情认真负责，速度也快。空调很美观，打开风很大","2018-11-12 18:42","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.1597395"
"天***G","PLUS会员","star5","挺漂亮的，安装很好?，希望使用过程完美，后续使用再看效果。","2018-11-12 17:36","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.1927613"
"j***7","PLUS会员","star5","京东双十一速度快，价格实惠，点个赞。祝大卖!","2018-11-12 16:32","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.2257834"
"张***锁",,"star5","非常满意","2018-11-12 16:05","0","0","[购买5天后追评]","样子很帅，放到屋里很洋气，制热快，无风感很实用家里老人这下安全多了。双十一买的比平时便宜许多，快递很给力，安装师傅也很敬业，售后也很暖心，相信美的会越做越好。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.2618105"
"d***7","PLUS会员","star5","空调试了很给力，风量大，噪音小，工作人员都很专业热情","2018-11-12 12:55","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.3048372"
"j***1","PLUS会员","star5","已安装，中午师傅饭都没吃帮忙安装，非常感谢。","2018-11-12 12:34","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.3448624"
"y***u",,"star5","看中这款空调很久了，但价格有点贵，一直收藏着，双11下手比平常优惠很多，对比其他品牌这款颜值爆棚，外观新颖时尚，和我家装修也非搭。超一级能效省电 。安装师傅很用心，给他们点赞。还有赠品。比心","2018-11-12 12:09","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:23:59.3908938"
"雷***8",,"star5","给100个赞?，物流安装都是绝对一流，第二次买了","2018-11-12 12:02","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.5790513"
"j***3","PLUS会员","star5","今天刚安装.","2018-11-12 11:34","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.6100730"
"风***6",,"star5","非常满意的空调，京东物流一如既往的准时，还有安装师傅们态度和专业都没有话讲，忙了一天家里空调安上了，空调性能非常棒，我家是客厅和餐厅在一起的。都能带的动，暖和。","2018-11-12 11:04","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.6390921"
"美***8","PLUS会员","star5","挺好","2018-11-12 10:45","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.6831206"
"j***h","PLUS会员","star5","非常好，颜值高，质量好，非常舒服，很好的一次购物体验，美的大品牌值得信赖。","2018-11-12 10:08","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.7151424"
"b***6",,"star5","东西非常棒安装师傅非常细下回还买美的","2018-11-12 10:00","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.7521671"
"6***3",,"star5","不错","2018-11-12 09:48","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.7861899"
"j***q",,"star5","很好用的一款空调，安装师傅很好，没有额外收费，送货速度很快","2018-11-11 23:34","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.8222149"
"J***i","PLUS会员","star5","外机散热片剐蹭比较大，内机背后也有清洗过的痕迹，感觉使用过或者拆装过，目前只用了制热功能，还不错，使用上没发现什么问题，客厅和过道都挺暖和的，最高30度，过热会停止工作（说明书上也说超过30度空调会停止工作）。内机和外机都比想象中大，安装师傅不错，11楼安装只花了*块高空作业费（买的时候有赠送*元安装服务，但是提交订单就提示不在本地区配送，如最后一图，这是后来截的图，和当时的提示一样，*元安装赠送完了以后把这一项删掉才成功下订单），11楼挺高的，看师傅安装我都怕。。。本地的售后后面专门打电话问安装师傅收了多少钱，小地方服务也还是挺好的。刚看了下双十一*，满*-*，送*元安装，晒单返*e卡，比我买的低，不过不支持我们这购买。。。也不亏吧。","2018-11-11 21:00","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.8752494"
"两***1","PLUS会员","star5","这款空调外观高端大气上档次，颜色放客厅绝对百搭。性能上我试过制热，加热快，3匹在次卧都能感受到温度，风速，风向均可调节，工作声音也小，最满意的就是无风感了，有婴儿在客厅无论热风冷风无风感蛮好的。客服回复及时，安装师傅按预约的时间及时来安装，服务态度好，安装的也很负责。","2018-11-11 20:50","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:14.9162769"
"b***7",,"star5","空调很满意!师傅安装也很满意哦","2018-11-11 20:31","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.1204451"
"j***k",,"star5","说实话，本来就想给一个星的，但是看在出现问题京东即使给予解决的份上，还是给个好评吧！","2018-11-11 20:00","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.1524671"
"j***g",,"star5","物流安装有超棒！宝贝是3P的，制热超快。外观也漂亮。服务很到位，效率超高，5星好评。","2018-11-11 18:44","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.1814859"
"心***5","PLUS会员","star5","速度非常快，外观很舒服，制热也比较快，京东服务很好，安装人员很客气，都按照流程走，很规范，用户体验很好，以后需要还是会来买。","2018-11-11 18:25","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.2145071"
"s***r","PLUS会员","star5","师傅很专业，服务态度很好","2018-11-11 16:24","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.2465291"
"站***盹","PLUS会员","star5","满意","2018-11-11 13:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.2825535"
"z***2",,"star5","空调外观比较非常好看，颜色比较合适我家的装修风格，性能和描述的一样，送货很及时，安装在 24小时之内就联系了，服务非常到位。美的大品牌值得信赖。","2018-11-11 13:52","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.3175772"
"我***鸟","PLUS会员","star5","家里的电器基本都是美的的，质量一直不错，这次又选了3匹的柜机，原价过万，这次双11优惠力度大，立马抢了2台，超1级能效，指标真不是盖的，非常出色。送货及时准点，包装好。上门师傅准时，认真复杂，能想办法解决问题，按照章程操作，由于是*元安装服务，没有其他的收费项目，送漏电开关，没有推销其他产品和收费，完工后打扫卫生什么，服务到位。安装好了1小时内美的售后电话就回访了，问题具体。总体看美的的服务真的非常好。试机效果好，制热很快杠杠的，声音非常轻，外机也不响，内机原柱型，不占地方，大气。连接管是全铜的，大概4米5左右到样子。值得拥有","2018-11-11 13:27","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.3536010"
"a***0","PLUS会员","star5","美的空调收到了，试了一下制冷制热的效果特别好出风快。外观也非常的漂亮。","2018-11-11 13:26","0","0","[购买16天后追评]","双11价格掉了，不给补差价。狗p的价保双11。嗮单反e卡，还得发到什么的邮箱审核，不知道怎么发。也是欺负不用邮箱不会用的人！差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差差","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:24:30.4196461"
